pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b|a)|ε)(b|a)),33,33,1,0,0,0
(((b|a)|ε)(b|b)),33,33,1,0,0,0
(((b|b)|ε)(a|a)),33,33,1,0,0,0
(((b|b)|ε)(a|b)),33,33,1,0,0,0
(((b|b)|ε)(b|a)),33,33,1,0,0,0
(((b|b)|ε)(b|b)),33,33,1,0,0,0
(((b|(a|a))|ε)(a|ε)),33,33,1,0,0,0
(((b|(a|a))|ε)(b|ε)),33,33,1,0,0,0
(((b|(a|a))|ε)(a*)),53,53,2,1.0,1.0,1.0
(((b|(a|a))|ε)(b*)),54,54,2,1.0,1.0,1.0
(((b|(a|b))|ε)(a|ε)),33,33,1,0,0,0
(((b|(a|b))|ε)(b|ε)),33,33,1,0,0,0
(((b|(a|b))|ε)(a*)),53,53,2,1.0,1.0,1.0
(((b|(a|b))|ε)(b*)),54,54,2,1.0,1.0,1.0
(((b|(b|a))|ε)(a|ε)),33,33,1,0,0,0
(((b|(b|a))|ε)(b|ε)),33,33,1,0,0,0
(((b|(b|a))|ε)(a*)),53,53,2,1.0,1.0,1.0
(((b|(b|a))|ε)(b*)),54,54,2,1.0,1.0,1.0
(((b|(b|b))|ε)(a|ε)),33,33,1,0,0,0
(((b|(b|b))|ε)(b|ε)),33,33,1,0,0,0
(((b|(b|b))|ε)(a*)),54,54,2,1.0,1.0,1.0
(((b|(b|b))|ε)(b*)),55,55,2,1.0,1.0,1.0
(((b|(a*))|ε)a),63,63,2,0.3333333333333333,1.0,0.5
(((b|(a*))|ε)b),94,94,3,0.0,0,0
(((b|(b*))|ε)a),55,55,2,0,0,0
(((b|(b*))|ε)b),55,55,2,1.0,1.0,1.0
((((a*)|(a*))|ε)(a|ε)),54,54,2,1.0,1.0,1.0
((((a*)|(a*))|ε)(b|ε)),58,58,2,0,0,0
((((a*)|(a*))|ε)(a*)),35,35,1,1.0,1.0,1.0
((((a*)|(a*))|ε)(b*)),53,53,2,1.0,1.0,1.0
((((a*)|(b*))|ε)(a|ε)),94,94,3,1.0,1.0,1.0
((((a*)|(b*))|ε)(b|ε)),105,105,3,1.0,1.0,1.0
((((a*)|(b*))|ε)(a*)),53,53,2,1.0,1.0,1.0
((((a*)|(b*))|ε)(b*)),53,53,2,1.0,1.0,1.0
((((b*)|(a*))|ε)(a|ε)),94,94,3,1.0,1.0,1.0
((((b*)|(a*))|ε)(b|ε)),105,105,3,1.0,1.0,1.0
((((b*)|(a*))|ε)(a*)),53,53,2,1.0,1.0,1.0
((((b*)|(a*))|ε)(b*)),53,53,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(a|ε)),55,55,2,0,0,0
((((b*)|(b*))|ε)(b|ε)),55,55,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(a*)),53,53,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(b*)),35,35,1,1.0,1.0,1.0
((a|ε)((a|(a|a))|ε)),33,33,1,0,0,0
((a|ε)((a|(a|b))|ε)),33,33,1,0,0,0
((a|ε)((a|(b|a))|ε)),33,33,1,0,0,0
((a|ε)((a|(b|b))|ε)),33,33,1,0,0,0
((a|ε)((b|(a|a))|ε)),33,33,1,0,0,0
((a|ε)((b|(a|b))|ε)),33,33,1,0,0,0
((a|ε)((b|(b|a))|ε)),33,33,1,0,0,0
((a|ε)((b|(b|b))|ε)),33,33,1,0,0,0
((a|ε)(((a*)|(a*))|ε)),54,54,2,1.0,1.0,1.0
((a|ε)(((a*)|(b*))|ε)),95,95,4,1.0,1.0,1.0
((a|ε)(((b*)|(a*))|ε)),95,95,4,1.0,1.0,1.0
((a|ε)(((b*)|(b*))|ε)),54,54,2,0,0,0
((a|ε)(((a|ε)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((a|ε)b)|ε)),33,33,1,0,0,0
((a|ε)(((b|ε)a)|ε)),33,33,1,0,0,0
((a|ε)(((b|ε)b)|ε)),33,33,1,0,0,0
((a|ε)((a(a|ε))|ε)),33,33,1,0,0.0,0
((a|ε)((a(b|ε))|ε)),33,33,1,0,0,0
((a|ε)((a(a*))|ε)),33,33,1,0,0.0,0
((a|ε)((a(b*))|ε)),33,33,1,0,0,0
((a|ε)((b(a|ε))|ε)),33,33,1,0,0,0
((a|ε)((b(b|ε))|ε)),33,33,1,0,0,0
((a|ε)((b(a*))|ε)),33,33,1,0,0,0
((a|ε)((b(b*))|ε)),33,33,1,0,0.0,0
((a|ε)(((a*)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((a*)b)|ε)),33,33,1,0,0,0
((a|ε)(((b*)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((b*)b)|ε)),33,33,1,0,0.0,0
((a|ε)(a|(a*))),54,54,2,1.0,1.0,1.0
((a|ε)(a|(b*))),73,73,3,0,0,0
((a|ε)(b|(a*))),74,74,3,1.0,1.0,1.0
((a|ε)(b|(b*))),54,54,2,0,0,0
((a|ε)((a|(a|a))*)),54,54,2,1.0,1.0,1.0
((a|ε)((a|(a|b))*)),53,53,2,1.0,1.0,1.0
((a|ε)((a|(b|a))*)),53,53,2,1.0,1.0,1.0
((a|ε)((a|(b|b))*)),53,53,2,1.0,1.0,1.0
((a|ε)((b|(a|a))*)),53,53,2,1.0,1.0,1.0
((a|ε)((b|(a|b))*)),53,53,2,1.0,1.0,1.0
((a|ε)((b|(b|a))*)),53,53,2,1.0,1.0,1.0
((a|ε)((b|(b|b))*)),54,54,2,0,0,0
((a|ε)(((a*)|(a*))*)),54,54,2,1.0,1.0,1.0
((a|ε)(((a*)|(b*))*)),53,53,2,1.0,1.0,1.0
((a|ε)(((b*)|(a*))*)),53,53,2,1.0,1.0,1.0
((a|ε)(((b*)|(b*))*)),54,54,2,0,0,0
((a|ε)(((a|ε)a)*)),55,55,2,1.0,1.0,1.0
((a|ε)(((a|ε)b)*)),55,55,2,0,0,0
((a|ε)(((b|ε)a)*)),55,55,2,0,0,0
((a|ε)(((b|ε)b)*)),55,55,2,0,0,0
((a|ε)((a(a|ε))*)),55,55,2,1.0,1.0,1.0
((a|ε)((a(b|ε))*)),55,55,2,0,0,0
((a|ε)((a(a*))*)),54,54,2,1.0,1.0,1.0
((a|ε)((a(b*))*)),74,74,3,1.0,1.0,1.0
((a|ε)((b(a|ε))*)),55,55,2,0,0,0
((a|ε)((b(b|ε))*)),55,55,2,0,0,0
((a|ε)((b(a*))*)),74,74,3,1.0,1.0,1.0
((a|ε)((b(b*))*)),54,54,2,0,0,0
((a|ε)(((a*)a)*)),54,54,2,1.0,1.0,1.0
((a|ε)(((a*)b)*)),76,76,3,1.0,1.0,1.0
((a|ε)(((b*)a)*)),78,78,3,1.0,1.0,1.0
((a|ε)(((b*)b)*)),54,54,2,0,0,0
((b|ε)((a|(a|a))|ε)),33,33,1,0,0,0
((b|ε)((a|(a|b))|ε)),33,33,1,0,0,0
((b|ε)((a|(b|a))|ε)),33,33,1,0,0,0
((b|ε)((a|(b|b))|ε)),33,33,1,0,0,0
((b|ε)((b|(a|a))|ε)),33,33,1,0,0,0
((b|ε)((b|(a|b))|ε)),33,33,1,0,0,0
((b|ε)((b|(b|a))|ε)),33,33,1,0,0,0
((b|ε)((b|(b|b))|ε)),33,33,1,0,0,0
((b|ε)(((a*)|(a*))|ε)),54,54,2,1.0,1.0,1.0
((b|ε)(((a*)|(b*))|ε)),126,126,4,1.0,1.0,1.0
((b|ε)(((b*)|(a*))|ε)),126,126,4,1.0,1.0,1.0
((b|ε)(((b*)|(b*))|ε)),55,55,2,1.0,1.0,1.0
((b|ε)(((a|ε)a)|ε)),33,33,1,0,0,0
((b|ε)(((a|ε)b)|ε)),33,33,1,0,0,0
((b|ε)(((b|ε)a)|ε)),33,33,1,0,0,0
((b|ε)(((b|ε)b)|ε)),33,33,1,0,0,0
((b|ε)((a(a|ε))|ε)),33,33,1,0,0,0
((b|ε)((a(b|ε))|ε)),33,33,1,0,0,0
((b|ε)((a(a*))|ε)),33,33,1,0,0.0,0
((b|ε)((a(b*))|ε)),33,33,1,0,0,0
((b|ε)((b(a|ε))|ε)),33,33,1,0,0,0
((b|ε)((b(b|ε))|ε)),33,33,1,0,0,0
((b|ε)((b(a*))|ε)),33,33,1,0,0,0
((b|ε)((b(b*))|ε)),33,33,1,0,0.0,0
((b|ε)(((a*)a)|ε)),33,33,1,0,0.0,0
((b|ε)(((a*)b)|ε)),33,33,1,0,0.0,0
((b|ε)(((b*)a)|ε)),33,33,1,0,0,0
((b|ε)(((b*)b)|ε)),33,33,1,0,0.0,0
((b|ε)(a|(a*))),54,54,2,1.0,1.0,1.0
((b|ε)(a|(b*))),72,72,3,1.0,1.0,1.0
((b|ε)(b|(a*))),126,126,4,1.0,1.0,1.0
((b|ε)(b|(b*))),55,55,2,1.0,1.0,1.0
((b|ε)((a|(a|a))*)),54,54,2,1.0,1.0,1.0
((b|ε)((a|(a|b))*)),53,53,2,1.0,1.0,1.0
((b|ε)((a|(b|a))*)),53,53,2,1.0,1.0,1.0
((b|ε)((a|(b|b))*)),53,53,2,1.0,1.0,1.0
((b|ε)((b|(a|a))*)),53,53,2,1.0,1.0,1.0
((b|ε)((b|(a|b))*)),53,53,2,1.0,1.0,1.0
((b|ε)((b|(b|a))*)),53,53,2,1.0,1.0,1.0
((b|ε)((b|(b|b))*)),55,55,2,1.0,1.0,1.0
((b|ε)(((a*)|(a*))*)),54,54,2,1.0,1.0,1.0
((b|ε)(((a*)|(b*))*)),53,53,2,1.0,1.0,1.0
((b|ε)(((b*)|(a*))*)),53,53,2,1.0,1.0,1.0
((b|ε)(((b*)|(b*))*)),55,55,2,1.0,1.0,1.0
((b|ε)(((a|ε)a)*)),59,59,2,0,0.0,0
((b|ε)(((a|ε)b)*)),59,59,2,0,0,0
((b|ε)(((b|ε)a)*)),59,59,2,0,0,0
((b|ε)(((b|ε)b)*)),59,59,2,1.0,1.0,1.0
((b|ε)((a(a|ε))*)),59,59,2,0,0.0,0
((b|ε)((a(b|ε))*)),59,59,2,0,0,0
((b|ε)((a(a*))*)),54,54,2,1.0,1.0,1.0
((b|ε)((a(b*))*)),72,72,3,1.0,1.0,1.0
((b|ε)((b(a|ε))*)),59,59,2,0,0,0
((b|ε)((b(b|ε))*)),59,59,2,1.0,1.0,1.0
((b|ε)((b(a*))*)),76,76,3,1.0,1.0,1.0
((b|ε)((b(b*))*)),55,55,2,1.0,1.0,1.0
((b|ε)(((a*)a)*)),54,54,2,1.0,1.0,1.0
((b|ε)(((a*)b)*)),79,79,3,1.0,1.0,1.0
((b|ε)(((b*)a)*)),78,78,3,1.0,1.0,1.0
((b|ε)(((b*)b)*)),55,55,2,1.0,1.0,1.0
((((a|ε)(a|ε))|ε)a),33,33,1,0,0.0,0
((((a|ε)(a|ε))|ε)b),33,33,1,0,0,0
((((a|ε)(b|ε))|ε)a),33,33,1,0,0,0
((((a|ε)(b|ε))|ε)b),33,33,1,0,0,0
((((a|ε)a)|ε)(a|ε)),33,33,1,0,0.0,0
((((a|ε)a)|ε)(b|ε)),33,33,1,0,0,0
((((a|ε)a)|ε)(a*)),33,33,1,0,0.0,0
((((a|ε)a)|ε)(b*)),33,33,1,0,0,0
((((a|ε)b)|ε)(a|ε)),33,33,1,0,0,0
((((a|ε)b)|ε)(b|ε)),33,33,1,0,0,0
((((a|ε)b)|ε)(a*)),33,33,1,0,0,0
((((a|ε)b)|ε)(b*)),33,33,1,0,0.0,0
((((a|ε)(a*))|ε)a),33,33,1,0,0.0,0
((((a|ε)(a*))|ε)b),33,33,1,0,0,0
((((a|ε)(b*))|ε)a),33,33,1,0,0.0,0
((((a|ε)(b*))|ε)b),33,33,1,0,0.0,0
((((b|ε)(a|ε))|ε)a),33,33,1,0,0,0
((((b|ε)(a|ε))|ε)b),33,33,1,0,0,0
((((b|ε)(b|ε))|ε)a),33,33,1,0,0,0
((((b|ε)(b|ε))|ε)b),33,33,1,0,0,0
((((b|ε)a)|ε)(a|ε)),33,33,1,0,0,0
((((b|ε)a)|ε)(b|ε)),33,33,1,0,0,0
((((b|ε)a)|ε)(a*)),33,33,1,0,0.0,0
((((b|ε)a)|ε)(b*)),33,33,1,0,0,0
((((b|ε)b)|ε)(a|ε)),33,33,1,0,0,0
((((b|ε)b)|ε)(b|ε)),33,33,1,0,0,0
((((b|ε)b)|ε)(a*)),33,33,1,0,0,0
((((b|ε)b)|ε)(b*)),33,33,1,0,0.0,0
((((b|ε)(a*))|ε)a),33,33,1,0,0.0,0
((((b|ε)(a*))|ε)b),33,33,1,0,0.0,0
((((b|ε)(b*))|ε)a),33,33,1,0,0,0
((((b|ε)(b*))|ε)b),33,33,1,0,0.0,0
(((a(a|ε))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(a|ε))|ε)(b|ε)),33,33,1,0,0,0
(((a(a|ε))|ε)(a*)),33,33,1,0,0.0,0
(((a(a|ε))|ε)(b*)),33,33,1,0,0,0
(((a(b|ε))|ε)(a|ε)),33,33,1,0,0,0
(((a(b|ε))|ε)(b|ε)),33,33,1,0,0,0
(((a(b|ε))|ε)(a*)),33,33,1,0,0,0
(((a(b|ε))|ε)(b*)),33,33,1,0,0.0,0
(((a(a*))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(a*))|ε)(b|ε)),33,33,1,0,0,0
(((a(a*))|ε)(a*)),54,54,2,1.0,1.0,1.0
(((a(a*))|ε)(b*)),74,74,3,1.0,1.0,1.0
(((a(b*))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(b*))|ε)(b|ε)),33,33,1,0,0.0,0
(((a(b*))|ε)(a*)),73,73,3,1.0,1.0,1.0
(((a(b*))|ε)(b*)),54,54,2,0,0,0
(((b(a|ε))|ε)(a|ε)),33,33,1,0,0,0
(((b(a|ε))|ε)(b|ε)),33,33,1,0,0,0
(((b(a|ε))|ε)(a*)),33,33,1,0,0.0,0
(((b(a|ε))|ε)(b*)),33,33,1,0,0,0
(((b(b|ε))|ε)(a|ε)),33,33,1,0,0,0
(((b(b|ε))|ε)(b|ε)),33,33,1,0,0,0
(((b(b|ε))|ε)(a*)),33,33,1,0,0,0
(((b(b|ε))|ε)(b*)),33,33,1,0,0.0,0
(((b(a*))|ε)(a|ε)),33,33,1,0,0.0,0
(((b(a*))|ε)(b|ε)),33,33,1,0,0.0,0
(((b(a*))|ε)(a*)),54,54,2,1.0,1.0,1.0
(((b(a*))|ε)(b*)),72,72,3,1.0,1.0,1.0
(((b(b*))|ε)(a|ε)),33,33,1,0,0,0
(((b(b*))|ε)(b|ε)),33,33,1,0,0.0,0
(((b(b*))|ε)(a*)),72,72,3,1.0,1.0,1.0
(((b(b*))|ε)(b*)),55,55,2,1.0,1.0,1.0
((((a*)(a|ε))|ε)a),33,33,1,0,0.0,0
((((a*)(a|ε))|ε)b),33,33,1,0,0,0
((((a*)(b|ε))|ε)a),33,33,1,0,0.0,0
((((a*)(b|ε))|ε)b),33,33,1,0,0,0
((((a*)a)|ε)(a|ε)),33,33,1,0,0.0,0
((((a*)a)|ε)(b|ε)),33,33,1,0,0,0
((((a*)a)|ε)(a*)),54,54,2,1.0,1.0,1.0
((((a*)a)|ε)(b*)),74,74,3,1.0,1.0,1.0
((((a*)b)|ε)(a|ε)),33,33,1,0,0.0,0
((((a*)b)|ε)(b|ε)),33,33,1,0,0,0
((((a*)b)|ε)(a*)),54,54,2,1.0,1.0,1.0
((((a*)b)|ε)(b*)),55,55,2,1.0,1.0,1.0
((((a*)(a*))|ε)a),54,54,2,1.0,1.0,1.0
((((a*)(a*))|ε)b),58,58,2,0,0,0
((((a*)(b*))|ε)a),89,89,3,1.0,1.0,1.0
((((a*)(b*))|ε)b),55,55,2,1.0,1.0,1.0
((((b*)(a|ε))|ε)a),91,91,3,1.0,1.0,1.0
((((b*)(a|ε))|ε)b),33,33,1,0,0,0
((((b*)(b|ε))|ε)a),33,33,1,0,0,0
((((b*)(b|ε))|ε)b),33,33,1,0,0.0,0
((((b*)a)|ε)(a|ε)),91,91,3,1.0,1.0,1.0
((((b*)a)|ε)(b|ε)),33,33,1,0,0,0
((((b*)a)|ε)(a*)),54,54,2,1.0,1.0,1.0
((((b*)a)|ε)(b*)),54,54,2,1.0,1.0,1.0
((((b*)b)|ε)(a|ε)),33,33,1,0,0,0
((((b*)b)|ε)(b|ε)),33,33,1,0,0.0,0
((((b*)b)|ε)(a*)),72,72,3,1.0,1.0,1.0
((((b*)b)|ε)(b*)),55,55,2,1.0,1.0,1.0
((((b*)(a*))|ε)a),54,54,2,1.0,1.0,1.0
((((b*)(a*))|ε)b),88,88,3,1.0,1.0,1.0
((((b*)(b*))|ε)a),55,55,2,0,0,0
((((b*)(b*))|ε)b),55,55,2,1.0,1.0,1.0
((a|a)((a|a)|ε)),33,33,1,0,0,0
((a|a)((a|b)|ε)),33,33,1,0,0,0
((a|a)((b|a)|ε)),33,33,1,0,0,0
((a|a)((b|b)|ε)),33,33,1,0,0,0
((a|a)((a|a)*)),54,54,2,1.0,1.0,1.0
((a|a)((a|b)*)),53,53,2,1.0,1.0,1.0
((a|a)((b|a)*)),53,53,2,1.0,1.0,1.0
((a|a)((b|b)*)),54,54,2,0,0,0
((a|b)((a|a)|ε)),33,33,1,0,0,0
((a|b)((a|b)|ε)),33,33,1,0,0,0
((a|b)((b|a)|ε)),33,33,1,0,0,0
((a|b)((b|b)|ε)),33,33,1,0,0,0
((a|b)((a|a)*)),53,53,2,1.0,1.0,1.0
((a|b)((a|b)*)),35,35,1,1.0,1.0,1.0
((a|b)((b|a)*)),35,35,1,1.0,1.0,1.0
((a|b)((b|b)*)),54,54,2,1.0,1.0,1.0
((a|(a|(a|a)))a),33,33,1,0,0,0
((a|(a|(a|a)))b),33,33,1,0,0,0
((a|(a|(a|b)))a),33,33,1,0,0,0
((a|(a|(a|b)))b),33,33,1,0,0,0
((a|(a|(b|a)))a),33,33,1,0,0,0
((a|(a|(b|a)))b),33,33,1,0,0,0
((a|(a|(b|b)))a),33,33,1,0,0,0
((a|(a|(b|b)))b),33,33,1,0,0,0
((a|(b|(a|a)))a),33,33,1,0,0,0
((a|(b|(a|a)))b),33,33,1,0,0,0
((a|(b|(a|b)))a),33,33,1,0,0,0
((a|(b|(a|b)))b),33,33,1,0,0,0
((a|(b|(b|a)))a),33,33,1,0,0,0
((a|(b|(b|a)))b),33,33,1,0,0,0
((a|(b|(b|b)))a),33,33,1,0,0,0
((a|(b|(b|b)))b),33,33,1,0,0,0
((a|(a*))(a|ε)),54,54,2,1.0,1.0,1.0
((a|(a*))(b|ε)),58,58,2,0,0,0
((a|(a*))(a*)),35,35,1,1.0,1.0,1.0
((a|(a*))(b*)),53,53,2,1.0,1.0,1.0
((a|(b*))(a|ε)),94,94,3,0,0,0
((a|(b*))(b|ε)),93,93,3,1.0,1.0,1.0
((a|(b*))(a*)),53,53,2,1.0,1.0,1.0
((a|(b*))(b*)),53,53,2,1.0,1.0,1.0
((b|a)((a|a)|ε)),33,33,1,0,0,0
((b|a)((a|b)|ε)),33,33,1,0,0,0
((b|a)((b|a)|ε)),33,33,1,0,0,0
((b|a)((b|b)|ε)),33,33,1,0,0,0
((b|a)((a|a)*)),53,53,2,1.0,1.0,1.0
((b|a)((a|b)*)),35,35,1,1.0,1.0,1.0
((b|a)((b|a)*)),35,35,1,1.0,1.0,1.0
((b|a)((b|b)*)),54,54,2,1.0,1.0,1.0
((b|b)((a|a)|ε)),33,33,1,0,0,0
((b|b)((a|b)|ε)),33,33,1,0,0,0
((b|b)((b|a)|ε)),33,33,1,0,0,0
((b|b)((b|b)|ε)),33,33,1,0,0,0
((b|b)((a|a)*)),54,54,2,1.0,1.0,1.0
((b|b)((a|b)*)),53,53,2,1.0,1.0,1.0
((b|b)((b|a)*)),53,53,2,1.0,1.0,1.0
((b|b)((b|b)*)),55,55,2,1.0,1.0,1.0
((b|(a|(a|a)))a),33,33,1,0,0,0
((b|(a|(a|a)))b),33,33,1,0,0,0
((b|(a|(a|b)))a),33,33,1,0,0,0
((b|(a|(a|b)))b),33,33,1,0,0,0
((b|(a|(b|a)))a),33,33,1,0,0,0
((b|(a|(b|a)))b),33,33,1,0,0,0
((b|(a|(b|b)))a),33,33,1,0,0,0
((b|(a|(b|b)))b),33,33,1,0,0,0
((b|(b|(a|a)))a),33,33,1,0,0,0
((b|(b|(a|a)))b),33,33,1,0,0,0
((b|(b|(a|b)))a),33,33,1,0,0,0
((b|(b|(a|b)))b),33,33,1,0,0,0
((b|(b|(b|a)))a),33,33,1,0,0,0
((b|(b|(b|a)))b),33,33,1,0,0,0
((b|(b|(b|b)))a),33,33,1,0,0,0
((b|(b|(b|b)))b),33,33,1,0,0,0
((b|(a*))(a|ε)),63,63,2,0.3333333333333333,1.0,0.5
((b|(a*))(b|ε)),94,94,3,0.0,0,0
((b|(a*))(a*)),53,53,2,1.0,1.0,1.0
((b|(a*))(b*)),53,53,2,1.0,1.0,1.0
((b|(b*))(a|ε)),55,55,2,0,0,0
((b|(b*))(b|ε)),55,55,2,1.0,1.0,1.0
((b|(b*))(a*)),53,53,2,1.0,1.0,1.0
((b|(b*))(b*)),35,35,1,1.0,1.0,1.0
(a((a|(a*))|ε)),54,54,2,1.0,1.0,1.0
(a((a|(b*))|ε)),73,73,3,0,0,0
(a((b|(a*))|ε)),74,74,3,1.0,1.0,1.0
(a((b|(b*))|ε)),54,54,2,0,0,0
(a(((a|ε)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((a|ε)(b|ε))|ε)),33,33,1,0,0,0
(a(((a|ε)(a*))|ε)),33,33,1,0,0.0,0
(a(((a|ε)(b*))|ε)),33,33,1,0,0,0
(a(((b|ε)(a|ε))|ε)),33,33,1,0,0,0
(a(((b|ε)(b|ε))|ε)),33,33,1,0,0,0
(a(((b|ε)(a*))|ε)),33,33,1,0,0,0
(a(((b|ε)(b*))|ε)),33,33,1,0,0.0,0
(a(((a*)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((a*)(b|ε))|ε)),33,33,1,0,0,0
(a(((a*)(a*))|ε)),54,54,2,1.0,1.0,1.0
(a(((a*)(b*))|ε)),74,74,3,1.0,1.0,1.0
(a(((b*)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((b*)(b|ε))|ε)),33,33,1,0,0.0,0
(a(((b*)(a*))|ε)),73,73,3,1.0,1.0,1.0
(a(((b*)(b*))|ε)),54,54,2,0,0,0
(a(a|(a|(a|a)))),33,33,1,0,0,0
(a(a|(a|(a|b)))),33,33,1,0,0,0
(a(a|(a|(b|a)))),33,33,1,0,0,0
(a(a|(a|(b|b)))),33,33,1,0,0,0
(a(a|(b|(a|a)))),33,33,1,0,0,0
(a(a|(b|(a|b)))),33,33,1,0,0,0
(a(a|(b|(b|a)))),33,33,1,0,0,0
(a(a|(b|(b|b)))),33,33,1,0,0,0
(a(b|(a|(a|a)))),33,33,1,0,0,0
(a(b|(a|(a|b)))),33,33,1,0,0,0
(a(b|(a|(b|a)))),33,33,1,0,0,0
(a(b|(a|(b|b)))),33,33,1,0,0,0
(a(b|(b|(a|a)))),33,33,1,0,0,0
(a(b|(b|(a|b)))),33,33,1,0,0,0
(a(b|(b|(b|a)))),33,33,1,0,0,0
(a(b|(b|(b|b)))),33,33,1,0,0,0
(a((a|(a*))*)),54,54,2,1.0,1.0,1.0
(a((a|(b*))*)),53,53,2,1.0,1.0,1.0
(a((b|(a*))*)),53,53,2,1.0,1.0,1.0
(a((b|(b*))*)),54,54,2,0,0,0
(a(((a|ε)(a|ε))*)),55,55,2,1.0,1.0,1.0
(a(((a|ε)(b|ε))*)),55,55,2,0,0,0
(a(((a|ε)(a*))*)),54,54,2,1.0,1.0,1.0
(a(((a|ε)(b*))*)),74,74,3,1.0,1.0,1.0
(a(((b|ε)(a|ε))*)),55,55,2,0,0,0
(a(((b|ε)(b|ε))*)),55,55,2,0,0,0
(a(((b|ε)(a*))*)),74,74,3,1.0,1.0,1.0
(a(((b|ε)(b*))*)),54,54,2,0,0,0
(a(((a*)(a|ε))*)),54,54,2,1.0,1.0,1.0
(a(((a*)(b|ε))*)),76,76,3,1.0,1.0,1.0
(a(((a*)(a*))*)),54,54,2,1.0,1.0,1.0
(a(((a*)(b*))*)),53,53,2,1.0,1.0,1.0
(a(((b*)(a|ε))*)),78,78,3,1.0,1.0,1.0
(a(((b*)(b|ε))*)),54,54,2,0,0,0
(a(((b*)(a*))*)),53,53,2,1.0,1.0,1.0
(a(((b*)(b*))*)),54,54,2,0,0,0
(b((a|(a*))|ε)),54,54,2,1.0,1.0,1.0
(b((a|(b*))|ε)),72,72,3,1.0,1.0,1.0
(b((b|(a*))|ε)),126,126,4,1.0,1.0,1.0
(b((b|(b*))|ε)),55,55,2,1.0,1.0,1.0
(b(((a|ε)(a|ε))|ε)),33,33,1,0,0,0
(b(((a|ε)(b|ε))|ε)),33,33,1,0,0,0
(b(((a|ε)(a*))|ε)),33,33,1,0,0.0,0
(b(((a|ε)(b*))|ε)),33,33,1,0,0,0
(b(((b|ε)(a|ε))|ε)),33,33,1,0,0,0
(b(((b|ε)(b|ε))|ε)),33,33,1,0,0,0
(b(((b|ε)(a*))|ε)),33,33,1,0,0,0
(b(((b|ε)(b*))|ε)),33,33,1,0,0.0,0
(b(((a*)(a|ε))|ε)),33,33,1,0,0.0,0
(b(((a*)(b|ε))|ε)),33,33,1,0,0.0,0
(b(((a*)(a*))|ε)),54,54,2,1.0,1.0,1.0
(b(((a*)(b*))|ε)),72,72,3,1.0,1.0,1.0
(b(((b*)(a|ε))|ε)),33,33,1,0,0,0
(b(((b*)(b|ε))|ε)),33,33,1,0,0.0,0
(b(((b*)(a*))|ε)),72,72,3,1.0,1.0,1.0
(b(((b*)(b*))|ε)),55,55,2,1.0,1.0,1.0
(b(a|(a|(a|a)))),33,33,1,0,0,0
(b(a|(a|(a|b)))),33,33,1,0,0,0
(b(a|(a|(b|a)))),33,33,1,0,0,0
(b(a|(a|(b|b)))),33,33,1,0,0,0
(b(a|(b|(a|a)))),33,33,1,0,0,0
(b(a|(b|(a|b)))),33,33,1,0,0,0
(b(a|(b|(b|a)))),33,33,1,0,0,0
(b(a|(b|(b|b)))),33,33,1,0,0,0
(b(b|(a|(a|a)))),33,33,1,0,0,0
(b(b|(a|(a|b)))),33,33,1,0,0,0
(b(b|(a|(b|a)))),33,33,1,0,0,0
(b(b|(a|(b|b)))),33,33,1,0,0,0
(b(b|(b|(a|a)))),33,33,1,0,0,0
(b(b|(b|(a|b)))),33,33,1,0,0,0
(b(b|(b|(b|a)))),33,33,1,0,0,0
(b(b|(b|(b|b)))),33,33,1,0,0,0
(b((a|(a*))*)),54,54,2,1.0,1.0,1.0
(b((a|(b*))*)),53,53,2,1.0,1.0,1.0
(b((b|(a*))*)),53,53,2,1.0,1.0,1.0
(b((b|(b*))*)),55,55,2,1.0,1.0,1.0
(b(((a|ε)(a|ε))*)),59,59,2,0,0.0,0
(b(((a|ε)(b|ε))*)),59,59,2,0,0,0
(b(((a|ε)(a*))*)),54,54,2,1.0,1.0,1.0
(b(((a|ε)(b*))*)),72,72,3,1.0,1.0,1.0
(b(((b|ε)(a|ε))*)),59,59,2,0,0,0
(b(((b|ε)(b|ε))*)),59,59,2,1.0,1.0,1.0
(b(((b|ε)(a*))*)),76,76,3,1.0,1.0,1.0
(b(((b|ε)(b*))*)),55,55,2,1.0,1.0,1.0
(b(((a*)(a|ε))*)),54,54,2,1.0,1.0,1.0
(b(((a*)(b|ε))*)),79,79,3,1.0,1.0,1.0
(b(((a*)(a*))*)),54,54,2,1.0,1.0,1.0
(b(((a*)(b*))*)),53,53,2,1.0,1.0,1.0
(b(((b*)(a|ε))*)),78,78,3,1.0,1.0,1.0
(b(((b*)(b|ε))*)),55,55,2,1.0,1.0,1.0
