pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b(a|ε))|(b*))|ε),35,35,1,1.0,1.0,1.0
(((b(b|ε))|(a*))|ε),103,103,2,1.0,1.0,1.0
(((b(b|ε))|(b*))|ε),35,35,1,1.0,1.0,1.0
(((b(a*))|(a*))|ε),76,76,2,1.0,1.0,1.0
(((b(a*))|(b*))|ε),35,35,1,1.0,0.3333333333333333,0.5
(((b(b*))|(a*))|ε),163,163,3,1.0,1.0,1.0
(((b(b*))|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a*)a)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a*)a)|(b*))|ε),163,163,3,1.0,1.0,1.0
((((a*)b)|(a*))|ε),76,76,2,1.0,1.0,1.0
((((a*)b)|(b*))|ε),102,102,2,1.0,1.0,1.0
((((b*)a)|(a*))|ε),107,107,2,1.0,1.0,1.0
((((b*)a)|(b*))|ε),76,76,2,1.0,1.0,1.0
((((b*)b)|(a*))|ε),163,163,3,1.0,1.0,1.0
((((b*)b)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))*)|(b*))|ε),163,163,3,1.0,1.0,1.0
((((a|(a|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(a|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|b))*)|(a*))|ε),163,163,3,1.0,1.0,1.0
((((b|(b|b))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)|(a*))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)|(a*))*)|(b*))|ε),163,163,3,1.0,1.0,1.0
(((((a*)|(b*))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
(((((a*)|(b*))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(a*))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(a*))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(b*))*)|(a*))|ε),163,163,3,1.0,1.0,1.0
(((((b*)|(b*))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a|(a|a))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((a|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((a|(b|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(a|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(b|b))*))|ε),163,163,3,1.0,1.0,1.0
(((a*)|(((a*)|(a*))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a*)|(b*))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|(((b*)|(a*))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|(((b*)|(b*))*))|ε),163,163,3,1.0,1.0,1.0
(((a*)|(((a|ε)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a|ε)b)*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((a*)|(((b|ε)a)*))|ε),107,107,2,1.0,1.0,1.0
(((a*)|(((b|ε)b)*))|ε),198,198,3,1.0,1.0,1.0
(((a*)|((a(a|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a(b|ε))*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((a*)|((a(a*))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a(b*))*))|ε),80,80,2,1.0,1.0,1.0
(((a*)|((b(a|ε))*))|ε),107,107,2,1.0,1.0,1.0
(((a*)|((b(b|ε))*))|ε),198,198,3,1.0,1.0,1.0
(((a*)|((b(a*))*))|ε),145,145,3,1.0,1.0,1.0
(((a*)|((b(b*))*))|ε),163,163,3,1.0,1.0,1.0
(((a*)|(((a*)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a*)b)*))|ε),76,76,2,1.0,1.0,1.0
(((a*)|(((b*)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((b*)b)*))|ε),163,163,3,1.0,1.0,1.0
(((b*)|((a|(a|a))*))|ε),163,163,3,1.0,1.0,1.0
(((b*)|((a|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((a|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((a|(b|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(a|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(b|b))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a*)|(a*))*))|ε),163,163,3,1.0,1.0,1.0
(((b*)|(((a*)|(b*))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|(((b*)|(a*))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|(((b*)|(b*))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a|ε)a)*))|ε),96,96,2,1.0,1.0,1.0
(((b*)|(((a|ε)b)*))|ε),102,102,2,1.0,1.0,1.0
(((b*)|(((b|ε)a)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((b|ε)b)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((a(a|ε))*))|ε),96,96,2,1.0,1.0,1.0
(((b*)|((a(b|ε))*))|ε),102,102,2,1.0,1.0,1.0
(((b*)|((a(a*))*))|ε),163,163,3,1.0,1.0,1.0
(((b*)|((a(b*))*))|ε),146,146,3,1.0,1.0,1.0
(((b*)|((b(a|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((b(b|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((b(a*))*))|ε),77,77,2,1.0,1.0,1.0
(((b*)|((b(b*))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a*)a)*))|ε),163,163,3,1.0,1.0,1.0
(((b*)|(((a*)b)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((b*)a)*))|ε),73,73,2,1.0,1.0,1.0
(((b*)|(((b*)b)*))|ε),35,35,1,1.0,1.0,1.0
(((((a|ε)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a|ε)a)*)|(b*))|ε),96,96,2,1.0,1.0,1.0
(((((a|ε)b)*)|(a*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((((a|ε)b)*)|(b*))|ε),102,102,2,1.0,1.0,1.0
(((((b|ε)a)*)|(a*))|ε),107,107,2,1.0,1.0,1.0
(((((b|ε)a)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((b|ε)b)*)|(a*))|ε),198,198,3,1.0,1.0,1.0
(((((b|ε)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a(a|ε))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a(a|ε))*)|(b*))|ε),96,96,2,1.0,1.0,1.0
((((a(b|ε))*)|(a*))|ε),35,35,1,1.0,0.5,0.6666666666666666
((((a(b|ε))*)|(b*))|ε),102,102,2,1.0,1.0,1.0
((((a(a*))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a(a*))*)|(b*))|ε),163,163,3,1.0,1.0,1.0
((((a(b*))*)|(a*))|ε),80,80,2,1.0,1.0,1.0
((((a(b*))*)|(b*))|ε),146,146,3,1.0,1.0,1.0
((((b(a|ε))*)|(a*))|ε),107,107,2,1.0,1.0,1.0
((((b(a|ε))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((b(b|ε))*)|(a*))|ε),198,198,3,1.0,1.0,1.0
((((b(b|ε))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((b(a*))*)|(a*))|ε),145,145,3,1.0,1.0,1.0
((((b(a*))*)|(b*))|ε),77,77,2,1.0,1.0,1.0
((((b(b*))*)|(a*))|ε),163,163,3,1.0,1.0,1.0
((((b(b*))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)a)*)|(b*))|ε),163,163,3,1.0,1.0,1.0
(((((a*)b)*)|(a*))|ε),76,76,2,1.0,1.0,1.0
(((((a*)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((b*)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((b*)a)*)|(b*))|ε),73,73,2,1.0,1.0,1.0
(((((b*)b)*)|(a*))|ε),163,163,3,1.0,1.0,1.0
(((((b*)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))|ε)a)|ε),33,33,1,0,0,0
((((a|(a|a))|ε)b)|ε),33,33,1,0,0,0
((((a|(a|b))|ε)a)|ε),33,33,1,0,0,0
((((a|(a|b))|ε)b)|ε),33,33,1,0,0,0
((((a|(b|a))|ε)a)|ε),33,33,1,0,0,0
((((a|(b|a))|ε)b)|ε),33,33,1,0,0,0
((((a|(b|b))|ε)a)|ε),33,33,1,0,0,0
((((a|(b|b))|ε)b)|ε),33,33,1,0,0,0
((((b|(a|a))|ε)a)|ε),33,33,1,0,0,0
((((b|(a|a))|ε)b)|ε),33,33,1,0,0,0
((((b|(a|b))|ε)a)|ε),33,33,1,0,0,0
((((b|(a|b))|ε)b)|ε),33,33,1,0,0,0
((((b|(b|a))|ε)a)|ε),33,33,1,0,0,0
((((b|(b|a))|ε)b)|ε),33,33,1,0,0,0
((((b|(b|b))|ε)a)|ε),33,33,1,0,0,0
((((b|(b|b))|ε)b)|ε),33,33,1,0,0,0
(((((a*)|(a*))|ε)a)|ε),76,76,2,1.0,1.0,1.0
(((((a*)|(a*))|ε)b)|ε),87,87,2,0,0,0
(((((a*)|(b*))|ε)a)|ε),163,163,3,1.0,1.0,1.0
(((((a*)|(b*))|ε)b)|ε),167,167,3,1.0,1.0,1.0
(((((b*)|(a*))|ε)a)|ε),163,163,3,1.0,1.0,1.0
(((((b*)|(a*))|ε)b)|ε),167,167,3,1.0,1.0,1.0
(((((b*)|(b*))|ε)a)|ε),76,76,2,0,0,0
(((((b*)|(b*))|ε)b)|ε),73,73,2,1.0,1.0,1.0
(((a|ε)((aa)|ε))|ε),33,33,1,0,0.0,0
(((a|ε)((ab)|ε))|ε),33,33,1,0,0,0
(((a|ε)((ba)|ε))|ε),33,33,1,0,0,0
(((a|ε)((bb)|ε))|ε),33,33,1,0,0,0
(((a|ε)(a|(a|a)))|ε),33,33,1,0,0,0
(((a|ε)(a|(a|b)))|ε),33,33,1,0,0,0
(((a|ε)(a|(b|a)))|ε),33,33,1,0,0,0
(((a|ε)(a|(b|b)))|ε),33,33,1,0,0,0
(((a|ε)(b|(a|a)))|ε),33,33,1,0,0,0
(((a|ε)(b|(a|b)))|ε),33,33,1,0,0,0
(((a|ε)(b|(b|a)))|ε),33,33,1,0,0,0
(((a|ε)(b|(b|b)))|ε),33,33,1,0,0,0
(((a|ε)((a*)|(a*)))|ε),76,76,2,1.0,1.0,1.0
(((a|ε)((a*)|(b*)))|ε),167,167,3,1.0,1.0,1.0
(((a|ε)((b*)|(a*)))|ε),167,167,3,1.0,1.0,1.0
(((a|ε)((b*)|(b*)))|ε),76,76,2,0,0,0
(((a|ε)((aa)*))|ε),76,76,2,1.0,1.0,1.0
(((a|ε)((ab)*))|ε),76,76,2,0,0,0
(((a|ε)((ba)*))|ε),76,76,2,0,0,0
(((a|ε)((bb)*))|ε),95,95,2,0,0,0
(((b|ε)((aa)|ε))|ε),33,33,1,0,0,0
(((b|ε)((ab)|ε))|ε),33,33,1,0,0,0
(((b|ε)((ba)|ε))|ε),33,33,1,0,0,0
(((b|ε)((bb)|ε))|ε),33,33,1,0,0,0
(((b|ε)(a|(a|a)))|ε),33,33,1,0,0,0
(((b|ε)(a|(a|b)))|ε),33,33,1,0,0,0
(((b|ε)(a|(b|a)))|ε),33,33,1,0,0,0
(((b|ε)(a|(b|b)))|ε),33,33,1,0,0,0
(((b|ε)(b|(a|a)))|ε),33,33,1,0,0,0
(((b|ε)(b|(a|b)))|ε),33,33,1,0,0,0
(((b|ε)(b|(b|a)))|ε),33,33,1,0,0,0
(((b|ε)(b|(b|b)))|ε),33,33,1,0,0,0
(((b|ε)((a*)|(a*)))|ε),80,80,2,1.0,1.0,1.0
(((b|ε)((a*)|(b*)))|ε),169,169,3,1.0,1.0,1.0
(((b|ε)((b*)|(a*)))|ε),169,169,3,1.0,1.0,1.0
(((b|ε)((b*)|(b*)))|ε),73,73,2,1.0,1.0,1.0
(((b|ε)((aa)*))|ε),87,87,2,0,0.0,0
(((b|ε)((ab)*))|ε),87,87,2,0,0,0
(((b|ε)((ba)*))|ε),87,87,2,0,0,0
(((b|ε)((bb)*))|ε),87,87,2,1.0,1.0,1.0
(((((a|ε)a)|ε)a)|ε),33,33,1,0,0.0,0
(((((a|ε)a)|ε)b)|ε),33,33,1,0,0,0
(((((a|ε)b)|ε)a)|ε),33,33,1,0,0,0
(((((a|ε)b)|ε)b)|ε),33,33,1,0,0,0
(((((b|ε)a)|ε)a)|ε),33,33,1,0,0,0
(((((b|ε)a)|ε)b)|ε),33,33,1,0,0,0
(((((b|ε)b)|ε)a)|ε),33,33,1,0,0,0
(((((b|ε)b)|ε)b)|ε),33,33,1,0,0,0
((((a(a|ε))|ε)a)|ε),33,33,1,0,0.0,0
((((a(a|ε))|ε)b)|ε),33,33,1,0,0,0
((((a(b|ε))|ε)a)|ε),33,33,1,0,0,0
((((a(b|ε))|ε)b)|ε),33,33,1,0,0,0
((((aa)|ε)(a|ε))|ε),33,33,1,0,0.0,0
((((aa)|ε)(b|ε))|ε),33,33,1,0,0,0
((((aa)|ε)(a*))|ε),33,33,1,0,0.0,0
((((aa)|ε)(b*))|ε),33,33,1,0,0,0
((((ab)|ε)(a|ε))|ε),33,33,1,0,0,0
((((ab)|ε)(b|ε))|ε),33,33,1,0,0,0
((((ab)|ε)(a*))|ε),33,33,1,0,0,0
((((ab)|ε)(b*))|ε),33,33,1,0,0.0,0
((((a(a*))|ε)a)|ε),33,33,1,0,0.0,0
((((a(a*))|ε)b)|ε),33,33,1,0,0,0
((((a(b*))|ε)a)|ε),33,33,1,0,0.0,0
((((a(b*))|ε)b)|ε),33,33,1,0,0.0,0
((((b(a|ε))|ε)a)|ε),33,33,1,0,0,0
((((b(a|ε))|ε)b)|ε),33,33,1,0,0,0
((((b(b|ε))|ε)a)|ε),33,33,1,0,0,0
((((b(b|ε))|ε)b)|ε),33,33,1,0,0,0
((((ba)|ε)(a|ε))|ε),33,33,1,0,0,0
((((ba)|ε)(b|ε))|ε),33,33,1,0,0,0
((((ba)|ε)(a*))|ε),33,33,1,0,0.0,0
((((ba)|ε)(b*))|ε),33,33,1,0,0,0
((((bb)|ε)(a|ε))|ε),33,33,1,0,0,0
((((bb)|ε)(b|ε))|ε),33,33,1,0,0,0
((((bb)|ε)(a*))|ε),33,33,1,0,0,0
((((bb)|ε)(b*))|ε),33,33,1,0,0.0,0
((((b(a*))|ε)a)|ε),33,33,1,0,0.0,0
((((b(a*))|ε)b)|ε),33,33,1,0,0.0,0
((((b(b*))|ε)a)|ε),33,33,1,0,0,0
((((b(b*))|ε)b)|ε),33,33,1,0,0.0,0
(((((a*)a)|ε)a)|ε),33,33,1,0,0.0,0
(((((a*)a)|ε)b)|ε),33,33,1,0,0,0
(((((a*)b)|ε)a)|ε),33,33,1,0,0.0,0
(((((a*)b)|ε)b)|ε),33,33,1,0,0,0
(((((b*)a)|ε)a)|ε),147,147,3,1.0,1.0,1.0
(((((b*)a)|ε)b)|ε),33,33,1,0,0,0
(((((b*)b)|ε)a)|ε),33,33,1,0,0,0
(((((b*)b)|ε)b)|ε),33,33,1,0,0.0,0
(((a|a)(a|a))|ε),33,33,1,0,0,0
(((a|a)(a|b))|ε),33,33,1,0,0,0
(((a|a)(b|a))|ε),33,33,1,0,0,0
(((a|a)(b|b))|ε),33,33,1,0,0,0
(((a|b)(a|a))|ε),33,33,1,0,0,0
(((a|b)(a|b))|ε),33,33,1,0,0,0
(((a|b)(b|a))|ε),33,33,1,0,0,0
(((a|b)(b|b))|ε),33,33,1,0,0,0
(((a|(a|a))(a|ε))|ε),33,33,1,0,0,0
(((a|(a|a))(b|ε))|ε),33,33,1,0,0,0
(((a|(a|a))(a*))|ε),76,76,2,1.0,1.0,1.0
(((a|(a|a))(b*))|ε),76,76,2,0,0,0
(((a|(a|b))(a|ε))|ε),33,33,1,0,0,0
(((a|(a|b))(b|ε))|ε),33,33,1,0,0,0
(((a|(a|b))(a*))|ε),76,76,2,1.0,1.0,1.0
(((a|(a|b))(b*))|ε),77,77,2,1.0,1.0,1.0
(((a|(b|a))(a|ε))|ε),33,33,1,0,0,0
(((a|(b|a))(b|ε))|ε),33,33,1,0,0,0
(((a|(b|a))(a*))|ε),76,76,2,1.0,1.0,1.0
(((a|(b|a))(b*))|ε),77,77,2,1.0,1.0,1.0
(((a|(b|b))(a|ε))|ε),33,33,1,0,0,0
(((a|(b|b))(b|ε))|ε),33,33,1,0,0,0
(((a|(b|b))(a*))|ε),76,76,2,1.0,1.0,1.0
(((a|(b|b))(b*))|ε),77,77,2,1.0,1.0,1.0
(((a|(a*))a)|ε),76,76,2,1.0,1.0,1.0
(((a|(a*))b)|ε),87,87,2,0,0,0
(((a|(b*))a)|ε),169,169,3,0,0,0
(((a|(b*))b)|ε),173,173,3,1.0,1.0,1.0
(((b|a)(a|a))|ε),33,33,1,0,0,0
(((b|a)(a|b))|ε),33,33,1,0,0,0
(((b|a)(b|a))|ε),33,33,1,0,0,0
(((b|a)(b|b))|ε),33,33,1,0,0,0
(((b|b)(a|a))|ε),33,33,1,0,0,0
(((b|b)(a|b))|ε),33,33,1,0,0,0
(((b|b)(b|a))|ε),33,33,1,0,0,0
(((b|b)(b|b))|ε),33,33,1,0,0,0
(((b|(a|a))(a|ε))|ε),33,33,1,0,0,0
(((b|(a|a))(b|ε))|ε),33,33,1,0,0,0
(((b|(a|a))(a*))|ε),76,76,2,1.0,1.0,1.0
(((b|(a|a))(b*))|ε),77,77,2,1.0,1.0,1.0
(((b|(a|b))(a|ε))|ε),33,33,1,0,0,0
(((b|(a|b))(b|ε))|ε),33,33,1,0,0,0
(((b|(a|b))(a*))|ε),76,76,2,1.0,1.0,1.0
(((b|(a|b))(b*))|ε),77,77,2,1.0,1.0,1.0
(((b|(b|a))(a|ε))|ε),33,33,1,0,0,0
(((b|(b|a))(b|ε))|ε),33,33,1,0,0,0
(((b|(b|a))(a*))|ε),76,76,2,1.0,1.0,1.0
(((b|(b|a))(b*))|ε),77,77,2,1.0,1.0,1.0
(((b|(b|b))(a|ε))|ε),33,33,1,0,0,0
(((b|(b|b))(b|ε))|ε),33,33,1,0,0,0
(((b|(b|b))(a*))|ε),80,80,2,1.0,1.0,1.0
(((b|(b|b))(b*))|ε),73,73,2,1.0,1.0,1.0
(((b|(a*))a)|ε),169,169,3,1.0,1.0,1.0
(((b|(a*))b)|ε),77,77,2,0,0,0
(((b|(b*))a)|ε),76,76,2,0,0,0
(((b|(b*))b)|ε),73,73,2,1.0,1.0,1.0
((((a*)|(a*))(a|ε))|ε),76,76,2,1.0,1.0,1.0
((((a*)|(a*))(b|ε))|ε),87,87,2,0,0,0
((((a*)|(a*))(a*))|ε),35,35,1,1.0,1.0,1.0
((((a*)|(a*))(b*))|ε),76,76,2,1.0,1.0,1.0
((((a*)|(b*))(a|ε))|ε),163,163,3,1.0,1.0,1.0
((((a*)|(b*))(b|ε))|ε),167,167,3,1.0,1.0,1.0
((((a*)|(b*))(a*))|ε),76,76,2,1.0,1.0,1.0
((((a*)|(b*))(b*))|ε),76,76,2,1.0,1.0,1.0
((((b*)|(a*))(a|ε))|ε),163,163,3,1.0,1.0,1.0
((((b*)|(a*))(b|ε))|ε),167,167,3,1.0,1.0,1.0
((((b*)|(a*))(a*))|ε),76,76,2,1.0,1.0,1.0
((((b*)|(a*))(b*))|ε),76,76,2,1.0,1.0,1.0
((((b*)|(b*))(a|ε))|ε),76,76,2,0,0,0
((((b*)|(b*))(b|ε))|ε),73,73,2,1.0,1.0,1.0
((((b*)|(b*))(a*))|ε),76,76,2,1.0,1.0,1.0
((((b*)|(b*))(b*))|ε),35,35,1,1.0,1.0,1.0
((a((a|(a|a))|ε))|ε),33,33,1,0,0,0
((a((a|(a|b))|ε))|ε),33,33,1,0,0,0
((a((a|(b|a))|ε))|ε),33,33,1,0,0,0
((a((a|(b|b))|ε))|ε),33,33,1,0,0,0
((a((b|(a|a))|ε))|ε),33,33,1,0,0,0
((a((b|(a|b))|ε))|ε),33,33,1,0,0,0
((a((b|(b|a))|ε))|ε),33,33,1,0,0,0
((a((b|(b|b))|ε))|ε),33,33,1,0,0,0
((a(((a*)|(a*))|ε))|ε),76,76,2,1.0,1.0,1.0
((a(((a*)|(b*))|ε))|ε),167,167,3,1.0,1.0,1.0
((a(((b*)|(a*))|ε))|ε),167,167,3,1.0,1.0,1.0
((a(((b*)|(b*))|ε))|ε),76,76,2,0,0,0
((a(((a|ε)a)|ε))|ε),33,33,1,0,0.0,0
((a(((a|ε)b)|ε))|ε),33,33,1,0,0,0
((a(((b|ε)a)|ε))|ε),33,33,1,0,0,0
((a(((b|ε)b)|ε))|ε),33,33,1,0,0,0
((a((a(a|ε))|ε))|ε),33,33,1,0,0.0,0
((a((a(b|ε))|ε))|ε),33,33,1,0,0,0
((a((a(a*))|ε))|ε),33,33,1,0,0.0,0
((a((a(b*))|ε))|ε),33,33,1,0,0,0
((a((b(a|ε))|ε))|ε),33,33,1,0,0,0
((a((b(b|ε))|ε))|ε),33,33,1,0,0,0
((a((b(a*))|ε))|ε),33,33,1,0,0,0
((a((b(b*))|ε))|ε),33,33,1,0,0.0,0
((a(((a*)a)|ε))|ε),33,33,1,0,0.0,0
((a(((a*)b)|ε))|ε),33,33,1,0,0,0
((a(((b*)a)|ε))|ε),33,33,1,0,0.0,0
((a(((b*)b)|ε))|ε),33,33,1,0,0.0,0
((a(a|(a*)))|ε),76,76,2,1.0,1.0,1.0
((a(a|(b*)))|ε),76,76,2,0,0,0
((a(b|(a*)))|ε),76,76,2,1.0,1.0,1.0
((a(b|(b*)))|ε),76,76,2,0,0,0
((a((a|(a|a))*))|ε),76,76,2,1.0,1.0,1.0
((a((a|(a|b))*))|ε),77,77,2,1.0,1.0,1.0
((a((a|(b|a))*))|ε),77,77,2,1.0,1.0,1.0
((a((a|(b|b))*))|ε),77,77,2,1.0,1.0,1.0
((a((b|(a|a))*))|ε),77,77,2,1.0,1.0,1.0
((a((b|(a|b))*))|ε),77,77,2,1.0,1.0,1.0
((a((b|(b|a))*))|ε),77,77,2,1.0,1.0,1.0
((a((b|(b|b))*))|ε),76,76,2,0,0,0
((a(((a*)|(a*))*))|ε),76,76,2,1.0,1.0,1.0
((a(((a*)|(b*))*))|ε),77,77,2,1.0,1.0,1.0
((a(((b*)|(a*))*))|ε),77,77,2,1.0,1.0,1.0
((a(((b*)|(b*))*))|ε),76,76,2,0,0,0
((a(((a|ε)a)*))|ε),76,76,2,1.0,1.0,1.0
((a(((a|ε)b)*))|ε),76,76,2,0,0,0
((a(((b|ε)a)*))|ε),76,76,2,0,0,0
((a(((b|ε)b)*))|ε),95,95,2,0,0,0
((a((a(a|ε))*))|ε),76,76,2,1.0,1.0,1.0
((a((a(b|ε))*))|ε),76,76,2,0,0,0
((a((a(a*))*))|ε),76,76,2,1.0,1.0,1.0
((a((a(b*))*))|ε),153,153,3,1.0,1.0,1.0
((a((b(a|ε))*))|ε),76,76,2,0,0,0
((a((b(b|ε))*))|ε),95,95,2,0,0,0
((a((b(a*))*))|ε),82,82,2,1.0,1.0,1.0
((a((b(b*))*))|ε),76,76,2,0,0,0
((a(((a*)a)*))|ε),76,76,2,1.0,1.0,1.0
((a(((a*)b)*))|ε),145,145,3,1.0,1.0,1.0
((a(((b*)a)*))|ε),169,169,3,1.0,1.0,1.0
((a(((b*)b)*))|ε),76,76,2,0,0,0
((b((a|(a|a))|ε))|ε),33,33,1,0,0,0
((b((a|(a|b))|ε))|ε),33,33,1,0,0,0
((b((a|(b|a))|ε))|ε),33,33,1,0,0,0
((b((a|(b|b))|ε))|ε),33,33,1,0,0,0
((b((b|(a|a))|ε))|ε),33,33,1,0,0,0
((b((b|(a|b))|ε))|ε),33,33,1,0,0,0
((b((b|(b|a))|ε))|ε),33,33,1,0,0,0
((b((b|(b|b))|ε))|ε),33,33,1,0,0,0
((b(((a*)|(a*))|ε))|ε),80,80,2,1.0,1.0,1.0
((b(((a*)|(b*))|ε))|ε),169,169,3,1.0,1.0,1.0
((b(((b*)|(a*))|ε))|ε),169,169,3,1.0,1.0,1.0
((b(((b*)|(b*))|ε))|ε),73,73,2,1.0,1.0,1.0
((b(((a|ε)a)|ε))|ε),33,33,1,0,0,0
((b(((a|ε)b)|ε))|ε),33,33,1,0,0,0
((b(((b|ε)a)|ε))|ε),33,33,1,0,0,0
((b(((b|ε)b)|ε))|ε),33,33,1,0,0,0
((b((a(a|ε))|ε))|ε),33,33,1,0,0,0
((b((a(b|ε))|ε))|ε),33,33,1,0,0,0
((b((a(a*))|ε))|ε),33,33,1,0,0.0,0
((b((a(b*))|ε))|ε),33,33,1,0,0,0
((b((b(a|ε))|ε))|ε),33,33,1,0,0,0
((b((b(b|ε))|ε))|ε),33,33,1,0,0,0
((b((b(a*))|ε))|ε),33,33,1,0,0,0
((b((b(b*))|ε))|ε),33,33,1,0,0.0,0
((b(((a*)a)|ε))|ε),33,33,1,0,0.0,0
((b(((a*)b)|ε))|ε),33,33,1,0,0.0,0
((b(((b*)a)|ε))|ε),33,33,1,0,0,0
((b(((b*)b)|ε))|ε),33,33,1,0,0.0,0
((b(a|(a*)))|ε),80,80,2,1.0,1.0,1.0
((b(a|(b*)))|ε),84,84,2,1.0,1.0,1.0
((b(b|(a*)))|ε),84,84,2,1.0,1.0,1.0
((b(b|(b*)))|ε),73,73,2,1.0,1.0,1.0
((b((a|(a|a))*))|ε),80,80,2,1.0,1.0,1.0
((b((a|(a|b))*))|ε),80,80,2,1.0,1.0,1.0
((b((a|(b|a))*))|ε),80,80,2,1.0,1.0,1.0
((b((a|(b|b))*))|ε),80,80,2,1.0,1.0,1.0
((b((b|(a|a))*))|ε),80,80,2,1.0,1.0,1.0
((b((b|(a|b))*))|ε),80,80,2,1.0,1.0,1.0
((b((b|(b|a))*))|ε),80,80,2,1.0,1.0,1.0
((b((b|(b|b))*))|ε),73,73,2,1.0,1.0,1.0
((b(((a*)|(a*))*))|ε),80,80,2,1.0,1.0,1.0
((b(((a*)|(b*))*))|ε),80,80,2,1.0,1.0,1.0
((b(((b*)|(a*))*))|ε),80,80,2,1.0,1.0,1.0
